what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1302135814183
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1302135821838
executed,command,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.publish",1302135824902
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302135843709
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1302135844346
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1302135844385
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302135844432
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1302135845558
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1302135855446
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1302135858502
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1302135860014
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1302135860014
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1302135861418
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1302135869226
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1302135875011
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1302135881356
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302135894346
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1302135894649
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1302135894682
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1302135915388
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302135916779
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302135918098
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302135918115
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302135918190
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1302135918192
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302135920225
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302135942000
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302135946487
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302135946518
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302135948661
executed,command,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.launchShortcut.run",1302135948672
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1302135952655
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1302135952684
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1302135958614
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302135965166
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1302135980319
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1302135980539
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1302135981155
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1302135981186
started,bundle,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.ui.views.log",1302135981190
started,bundle,org.eclipse.pde.ui,3.6.1.v20100810_r361,"org.eclipse.pde.ui",1302135981192
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1302135986487
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1302135986732
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302135987818
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136009428
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302136009455
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1302136029841
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136033658
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1302136036410
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136037148
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.rename",1302136037159
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136037539
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136064372
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1302136080526
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1302136089647
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.AllMarkersView",1302136091221
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.AllMarkersView",1302136091247
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1302136092054
opened,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1302136098682
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1302136098750
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1302136098874
opened,view,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1302136099029
activated,perspective,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavaPerspective",1302136099058
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.perspectives.showPerspective",1302136099100
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavaPerspective",1302136099100
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1302136106805
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1302136110283
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1302136118166
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildProject",1302136128624
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136128917
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136129684
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136137044
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136159329
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1302136159355
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136159723
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136160145
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1302136160261
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1302136168596
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildProject",1302136170555
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136170837
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136171240
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1302136174166
started,bundle,org.eclipse.wst.jsdt.web.support.jsp,1.0.301.v201007080222,"org.eclipse.wst.jsdt.web.support.jsp",1302136178370
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.302.v201009091745,"org.eclipse.wst.jsdt.web.ui",1302136178375
started,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.0.v20100602,"org.eclipse.jst.jsf.facelet.ui",1302136178409
started,bundle,org.eclipse.jst.jsf.ui,1.3.1.v20100906,"org.eclipse.jst.jsf.ui",1302136178414
started,bundle,org.eclipse.wst.css.ui,1.0.501.v201008232042,"org.eclipse.wst.css.ui",1302136178435
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.302.v201009091745,"org.eclipse.wst.jsdt.web.core",1302136178491
opened,editor,org.eclipse.jst.jsp.ui,1.1.501.v201008232032,"org.eclipse.jst.jsp.core.jspsource.source",1302136178507
activated,editor,org.eclipse.jst.jsp.ui,1.1.501.v201008232032,"org.eclipse.jst.jsp.core.jspsource.source",1302136178636
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1302136199435
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136206349
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136209150
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1302136209158
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136212772
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136252606
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1302136252621
activated,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1302136266215
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1302136281082
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136301229
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136321709
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildProject",1302136327045
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1302136332270
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136335890
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136337521
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136337550
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136339322
executed,command,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.launchShortcut.run",1302136339333
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1302136343522
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1302136343567
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136350232
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136360872
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1302136360884
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136369259
closed,editor,org.eclipse.jst.jsp.ui,1.1.501.v201008232032,"org.eclipse.jst.jsp.core.jspsource.source",1302136371218
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136371284
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1302136371293
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136384443
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136386785
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136386816
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136388830
executed,command,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.launchShortcut.run",1302136388830
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1302136392765
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1302136392797
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136398110
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136424357
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1302136424379
activated,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1302136428053
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1302136428947
activated,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1302136429194
activated,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1302136432125
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1302136436102
activated,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1302136437177
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136444247
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136475494
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1302136475613
activated,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1302136475980
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1302136479839
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1302136482201
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1302136483502
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1302136490852
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1302136491566
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1302136493449
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136498107
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136499438
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1302136499461
closed,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1302136499462
activated,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1302136500367
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1302136504688
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildProject",1302136506705
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1302136509628
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1302136513034
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136516832
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136518415
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136518443
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136519982
executed,command,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.launchShortcut.run",1302136519992
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1302136524043
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1302136524089
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1302136543663
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136546146
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136561632
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1302136561642
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1302136565747
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136569712
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136571290
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136571305
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136571376
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1302136571379
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1302136572842
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1302136574879
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1302136578250
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136582158
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136583946
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136583978
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136585463
executed,command,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.launchShortcut.run",1302136585473
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1302136589549
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1302136589598
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1302136594601
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1302136603045
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136605870
started,bundle,org.eclipse.wst.common.modulecore.ui,1.0.2.v201009010400,"org.eclipse.wst.common.modulecore.ui",1302136628303
started,bundle,org.eclipse.jst.common.ui,1.0.2.v201009080200,"org.eclipse.jst.common.ui",1302136628357
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136635469
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1302136635479
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1302136652715
opened,editor,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.editor",1302136656761
activated,editor,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.editor",1302136656810
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136666919
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136736089
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1302136738147
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136744889
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1302136758388
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136762710
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1302136762716
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136763769
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136799447
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1302136799478
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1302136806631
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136822159
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136825496
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1302136825518
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136829588
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136843226
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1302136843590
